"ocupacao","porte","modalidade","numero_de_operacoes","a_vencer_ate_90_dias","a_vencer_de_91_ate_360_dias","a_vencer_de_361_ate_1080_dias","a_vencer_de_1081_ate_1800_dias","a_vencer_de_1801_ate_5400_dias","a_vencer_acima_de_5400_dias","vencido_acima_de_15_dias","carteira_ativa","carteira_inadimplida_arrastada","ativo_problematico"
"Outros","Mais de 1 a 2 salários mínimos","Outros créditos",8,8367.89,13799.74,39171.06,47667.61,166539.64,0,0,27554594,0,0
"Outros","Mais de 1 a 2 salários mínimos","Rural e agroindustrial",8,0,91889.83,130045.85,80021.31,49413.53,0,0,35137052,0,0
"Outros","Mais de 1 a 2 salários mínimos","Rural e agroindustrial",8,125351.77,0,202561.78,0,0,0,0,32791355,0,0
"Outros","Mais de 1 a 2 salários mínimos","Veículos",856,2821434.15,6676384.75,10343777.09,2505960.57,14818.95,0,704029.92,2306640543,1376944.92,1887846.76
"Outros","Mais de 10 a 20 salários mínimos","Cartão de crédito",8,31766.3,10663.77,0,0,0,0,80128.18,12255825,80128.18,122558.25
"Outros","Mais de 10 a 20 salários mínimos","Cartão de crédito",111588,32769023.43,13356833.03,14644766.18,21991070.87,14728019.56,60576.48,9598956.44,10714924599,7710333.56,12108562.65
"Outros","Mais de 10 a 20 salários mínimos","Empréstimo com consignação em folha",20855,11021167.44,30262846.04,59338558.19,34475401.47,18745557.72,8559.02,460931.15,15431302103,2372684.67,4010375.25
"Outros","Mais de 10 a 20 salários mínimos","Empréstimo sem consignação em folha",8,3161.13,8828.37,6233.96,0,0,0,30552.57,4877603,30552.57,30552.57
"Outros","Mais de 10 a 20 salários mínimos","Empréstimo sem consignação em folha",32005,18860743.53,23432700.69,7293435.48,609895.66,316770.87,1109.68,8446109.86,5896076577,9303994.12,17789229.51
"Outros","Mais de 10 a 20 salários mínimos","Habitacional",8,5363.9,12960.71,35445.3,35328.33,149351.2,6492.6,0,24494204,0,0
"Outros","Mais de 10 a 20 salários mínimos","Habitacional",8,82163.82,156491.81,414376.88,414972.52,2212374.79,2296657.96,5348.56,558238634,0,305636.54
"Outros","Mais de 10 a 20 salários mínimos","Outros créditos",8,5272.33,0,0,0,0,0,0,527233,0,0
"Outros","Mais de 10 a 20 salários mínimos","Outros créditos",433,322930.28,420685.28,631569.61,216961.38,44723.77,47291.87,357804.34,204196653,1327450.06,1553738.06
"Outros","Mais de 10 a 20 salários mínimos","Outros créditos",8,46510.2,93892.45,281176.48,337805.64,3457752.34,16825.85,0,423396296,0,0
"Outros","Mais de 10 a 20 salários mínimos","Rural e agroindustrial",16,92968.83,323366.37,727160.15,560058.77,185639.46,0,90855.27,198004885,0,184727.86
"Outros","Mais de 10 a 20 salários mínimos","Rural e agroindustrial",8,0,248580.16,296234.96,13682.47,0,0,10913.71,56941130,0,154728.94
"Outros","Mais de 10 a 20 salários mínimos","Veículos",781,6757098.93,16745347.64,24608242.64,4776428.15,21231.41,0,455812.31,5336416108,1287332.22,2147068.27
"Outros","Mais de 2 a 3 salários mínimos","Cartão de crédito",8,28564.59,17805.51,1999.32,0,0,0,0,4836942,0,48369.42
"Outros","Mais de 2 a 3 salários mínimos","Cartão de crédito",116765,79034685.3,30766212.07,2708383.92,275033.24,173088.79,0,23192574.35,13614997767,16945270.03,26472464.54
"Outros","Mais de 2 a 3 salários mínimos","Empréstimo com consignação em folha",7274,4442755.26,9804342.01,11046129.31,6356483.43,5283719.74,61732.61,246708.71,3724187107,484135.2,1319404.58
"Outros","Mais de 2 a 3 salários mínimos","Empréstimo sem consignação em folha",8,7136.21,1562.01,0,0,0,0,2011.75,1070997,0,0
"Outros","Mais de 2 a 3 salários mínimos","Empréstimo sem consignação em folha",68204,3924808.59,7312642.42,7191211.64,1625624.33,605852.54,66.24,813407.66,2147361342,1075768.65,2422592.39
"Outros","Mais de 2 a 3 salários mínimos","Habitacional",8,1548.53,3925.98,10033.06,10469.28,51473.96,11780.24,0,8923105,0,0
"Outros","Mais de 2 a 3 salários mínimos","Outros créditos",8,2408.13,0,0,0,0,0,0,240813,0,0
"Outros","Mais de 2 a 3 salários mínimos","Outros créditos",1384,512280.22,933282.37,838238.61,146611.91,204.33,43073.27,418575.78,289226649,963274.21,2274860.62
"Outros","Mais de 2 a 3 salários mínimos","Rural e agroindustrial",8,19195.87,86337.1,184656.92,121335.27,37341.06,0,0,44886622,0,0
"Outros","Mais de 2 a 3 salários mínimos","Veículos",1832,6072933.17,14481542.79,22021508.35,4741008.96,25274.26,0,1423939.15,4876620668,3413174.17,4687490.01
"Outros","Mais de 3 a 5 salários mínimos","Cartão de crédito",98,191222.65,82823.28,0,0,0,0,119907.02,39395295,106502.07,378570.57
"Outros","Mais de 3 a 5 salários mínimos","Cartão de crédito",120341,81805942.61,32055478.5,2418650.99,631466.81,270904.52,0,17327450.1,13450989353,11761737.33,19560556
"Outros","Mais de 3 a 5 salários mínimos","Empréstimo com consignação em folha",8170,5191159.94,12768752.8,20922018.57,12459135.88,8633892.01,228652.63,322874.97,6052648680,922475.84,1547964.22
"Outros","Mais de 3 a 5 salários mínimos","Empréstimo sem consignação em folha",52,60133.38,64898.92,45665.87,6227.49,0,0,22878.7,19980436,6265.61,6265.61
"Outros","Mais de 3 a 5 salários mínimos","Empréstimo sem consignação em folha",62147,3931392.19,6561821.82,5860251.05,1430286.95,687779.88,1164.91,849393.02,1932208982,1129737.41,2118051.42
"Outros","Mais de 3 a 5 salários mínimos","Habitacional",8,2937.17,6447.5,17602.14,18266.76,103351.58,12455.74,0,16106089,0,0
"Outros","Mais de 3 a 5 salários mínimos","Habitacional",8,9587.65,17460.36,46166.8,45645.64,229425.22,314786.58,0,66307225,0,0
"Outros","Mais de 3 a 5 salários mínimos","Habitacional",8,5051.99,17220.4,51697.91,68169.93,9726.48,0,0,15186671,0,0
"Outros","Mais de 3 a 5 salários mínimos","Outros créditos",32,123033.23,178687.38,562010.84,0,0,0,0,86373145,0,0
"Outros","Mais de 3 a 5 salários mínimos","Outros créditos",1779,746509.85,1247376.02,1143357.92,247245.72,706.2,54080.82,697911.04,413718757,1791376.28,3248503.45
"Outros","Mais de 3 a 5 salários mínimos","Rural e agroindustrial",8,28410.71,106973.03,195102.87,113723.65,91422.85,0,0,53563311,0,0
"Outros","Mais de 3 a 5 salários mínimos","Rural e agroindustrial",8,57868.08,125666.6,112488.78,0,0,0,194803.29,49082675,253286.73,432958.67
"Outros","Mais de 3 a 5 salários mínimos","Veículos",5639,23836194.91,61139200.61,100601588.18,24489260.06,98170.14,0,4445240.33,21460965423,13962567.21,18791394.07
"Outros","Mais de 5 a 10 salários mínimos","Cartão de crédito",21,118965.52,103959.63,13474.6,0,0,0,12210.98,24861073,8850.9,248610.73
"Outros","Mais de 5 a 10 salários mínimos","Cartão de crédito",106022,56444962.12,24740327.4,11469812.35,16105957.5,3246891.15,93502.63,14687207.03,12678866018,11516890.79,17419042.8
"Outros","Mais de 5 a 10 salários mínimos","Empréstimo com consignação em folha",8271,4812462.02,12533793.35,21621620.64,9572231.03,5163004.4,41515.14,417473.76,5416210034,1474815.38,2380113.33
"Outros","Mais de 5 a 10 salários mínimos","Empréstimo sem consignação em folha",8,10448.54,15772.69,13215.74,5207.48,1619.23,0,234.39,4649807,0,0
"Outros","Mais de 5 a 10 salários mínimos","Empréstimo sem consignação em folha",35535,2381761.44,4186357.24,3566708.09,916675.91,543164.34,2099.85,769660.65,1236642752,1191731.85,2124017.25
"Outros","Mais de 5 a 10 salários mínimos","Habitacional",8,10030.65,19891.44,51806.7,52746.17,261140.89,281847.85,2085.99,67954969,0,0
"Outros","Mais de 5 a 10 salários mínimos","Habitacional",8,37404.05,77584.16,206627.42,189273.78,894701.74,1230511.95,2962.44,263906554,242436.19,242436.19
"Outros","Mais de 5 a 10 salários mínimos","Habitacional",8,2650.2,4043.12,10781.66,10332.35,53458.99,66936.39,0,14820271,0,0
"Outros","Mais de 5 a 10 salários mínimos","Habitacional",8,15838.88,32666.88,83482,87111.66,428299.03,653337.77,0,130073622,0,0
"Outros","Mais de 5 a 10 salários mínimos","Outros créditos",8,411.92,100362.66,0,0,0,0,0,10077458,0,0
"Outros","Mais de 5 a 10 salários mínimos","Outros créditos",1008,746083.8,942525.42,1130186.89,402832.63,35758.42,85675.45,580253.81,392331642,1775276.78,3107635.24
"Outros","Mais de 5 a 10 salários mínimos","Outros créditos",8,3860.34,23211.19,62063.33,62368.19,99448.32,0,33553.98,28450535,284505.35,284505.35
"Outros","Mais de 5 a 10 salários mínimos","Rural e agroindustrial",34,218035.14,294659.87,765361.28,430291.66,75457.14,0,144861.8,192866689,294409.5,433888.97
"Outros","Mais de 5 a 10 salários mínimos","Rural e agroindustrial",8,18222.14,384875.67,606078.73,89151.3,0,0,103067.04,120139488,192342.31,576614.67
"Outros","Mais de 5 a 10 salários mínimos","Veículos",4686,26912849.69,69786174.86,114721737.23,29590433.21,135708.7,0,3488320.46,24463522415,13091655.4,16953925.68
"Outros","Sem rendimento","Cartão de crédito",195,367225.5,168414.15,2548.06,0,0,0,299987.61,83817532,298247.66,838175.32
"Outros","Sem rendimento","Cartão de crédito",80500,50646818.63,17684392.12,1697956.1,425.34,0,0,20971685.83,9100127802,16055084.53,24153056.55
"Outros","Sem rendimento","Empréstimo com consignação em folha",18,7346.15,10746.27,15767.91,7451.3,3208.18,0,144.43,4466424,0,0
"Outros","Sem rendimento","Rural e agroindustrial",8,24205.71,110923.3,238782.28,217868.04,98476.89,0,0,69025622,0,0
"Outros","Sem rendimento","Rural e agroindustrial",8,91615.47,10913.83,165736.55,0,0,0,13154.78,28142063,0,0
"Outros","Sem rendimento","Veículos",79,408934.28,935185.45,1357356.63,326134.76,2690.24,0,31172.3,306147366,13770.4,59886.52
"Servidor ou empregado público","Acima de 20 salários mínimos","Cartão de crédito",8,37625.73,25679.98,0,0,0,0,0,6330571,0,63305.71
"Servidor ou empregado público","Acima de 20 salários mínimos","Cartão de crédito",23064,64310848.82,4829393.21,2093653.33,2160589.23,2854002.72,253044.35,5181632.01,8168316367,3237004.99,7457997.12
"Servidor ou empregado público","Acima de 20 salários mínimos","Empréstimo com consignação em folha",1373,1844064.83,5072113.59,10277779.85,6190286.14,5248870.79,0,110252.59,2874336779,580987.17,971409.27
"Servidor ou empregado público","Acima de 20 salários mínimos","Empréstimo sem consignação em folha",8,0,0,0,0,0,0,6335.28,633528,1762.2,1762.2
"Servidor ou empregado público","Acima de 20 salários mínimos","Empréstimo sem consignação em folha",574,497241.29,714925.04,332304.71,69631.36,79492.7,798.57,185516.26,187990993,168915.37,393840.66
"Servidor ou empregado público","Acima de 20 salários mínimos","Empréstimo sem consignação em folha",8,10574.94,45404.83,98176.58,69432.39,0,0,0,22358874,0,0
"Servidor ou empregado público","Acima de 20 salários mínimos","Habitacional",8,25321.69,59383.44,122659.35,51266.4,252059.8,187973.94,0,69866462,0,0
"Servidor ou empregado público","Acima de 20 salários mínimos","Habitacional",8,46379.69,106811.94,280835.63,280542.33,844900.63,654519.27,0,221398949,0,0
"Servidor ou empregado público","Acima de 20 salários mínimos","Habitacional",8,17136.62,36571.62,104944.32,103354.17,517566.46,596272.58,0,137584577,0,0
"Servidor ou empregado público","Acima de 20 salários mínimos","Habitacional",8,18421.33,49305.2,130749.08,67953.07,246671.9,0,0,51310058,0,0
"Servidor ou empregado público","Acima de 20 salários mínimos","Outros créditos",72,101354.04,136621.43,220321.59,19678.4,0,13129.3,43721.48,53482624,20655.28,22009.65
"Servidor ou empregado público","Acima de 20 salários mínimos","Outros créditos",8,3410.77,12464.26,41580.78,57306.75,598542.65,0,9211.52,72251673,0,554451.74
"Servidor ou empregado público","Acima de 20 salários mínimos","Rural e agroindustrial",8,0,82582.05,62220.88,0,0,0,0,14480293,0,0
"Servidor ou empregado público","Acima de 20 salários mínimos","Rural e agroindustrial",8,0,46712.78,42690.79,0,0,0,95096.95,18450052,184500.52,184500.52
"Servidor ou empregado público","Acima de 20 salários mínimos","Veículos",369,3366072.4,9337671.38,10805249.91,1793247.8,480.42,0,55128.36,2535785027,0,127164.76
"Servidor ou empregado público","Até 1 salário mínimo","Cartão de crédito",8,12932.63,5939.3,444.18,0,0,0,0,1931611,0,19316.11
"Servidor ou empregado público","Até 1 salário mínimo","Cartão de crédito",10970,12072433.68,5318168.56,1033169.06,331719.71,169665.08,0,3231176.39,2215633248,2644449.15,4015795.25
"Servidor ou empregado público","Até 1 salário mínimo","Empréstimo com consignação em folha",3594,1436023.38,3814228.21,7348958.74,4659074.02,3902712.41,23756.9,93622.99,2127837665,429874.12,572033.71
"Servidor ou empregado público","Até 1 salário mínimo","Empréstimo sem consignação em folha",8,0,0,0,0,0,0,465.94,46594,0,0
"Servidor ou empregado público","Até 1 salário mínimo","Empréstimo sem consignação em folha",4407,614002.91,1306954.54,1489555.06,289390.96,157828.89,6.3,266010.78,412374944,365944.71,601145.88
"Servidor ou empregado público","Até 1 salário mínimo","Outros créditos",8,8559.63,0,0,0,0,0,0,855963,0,0
"Servidor ou empregado público","Até 1 salário mínimo","Outros créditos",274,112593.79,206020.81,219181.86,52755.22,135.26,2010.6,133230.79,72592833,362932.44,639306.85
"Servidor ou empregado público","Até 1 salário mínimo","Outros créditos",8,4358.28,6383.86,17023.53,17023.66,83699.34,110654.03,2714.82,24185752,0,0
"Servidor ou empregado público","Até 1 salário mínimo","Veículos",16,79418.99,161798.68,221287.64,79070.03,708.59,0,3038.77,54532270,0,0
"Servidor ou empregado público","Indisponível","Cartão de crédito",17465,12022428.85,3670503.04,1822740.77,1190726.88,2282164.88,0,1288541.94,2227710636,979229.51,1736496.8
"Servidor ou empregado público","Indisponível","Empréstimo com consignação em folha",1233,1083470.46,2737188.84,5727797.5,4039627.82,3828772.63,0,54182.78,1747104003,387067.69,730813.99
"Servidor ou empregado público","Indisponível","Empréstimo sem consignação em folha",2440,317187.67,826768.63,1288560.55,272552.98,232069.55,167.6,129157.78,306646476,139423.41,355746.03
"Servidor ou empregado público","Indisponível","Habitacional",8,6391.96,13447.42,35241.82,36347.54,195776.62,217934.05,0,50513941,0,0
"Servidor ou empregado público","Indisponível","Outros créditos",2290,1012475.11,2197243.38,2472045.03,467884.56,2010.98,0,957600.09,710925915,3134963.57,6243689.98
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Cartão de crédito",27,79281.5,29442.02,0,0,0,0,21676.56,13040008,19006.47,130400.08
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Cartão de crédito",28241,28466027.27,12501393.36,2701910.11,624637.16,283389.5,68.1,8251826.16,5282925166,6073439.91,10384123.11
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Empréstimo com consignação em folha",5813,3087159.18,8295784.43,15757481.93,9014418.05,7474538.08,77475.72,325460.91,4403231830,1659340.39,2059149.51
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Empréstimo sem consignação em folha",8,2315.09,0,0,0,0,0,7245.11,956020,5870.52,5870.52
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Empréstimo sem consignação em folha",5617,559285.76,1054389.65,1048991.95,207324.88,130911.72,231.06,154594.14,315572916,195783.52,401489.97
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Habitacional",8,1842.89,4516.11,11541.17,12042.96,59211.22,17057.36,0,10621171,0,0
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Habitacional",8,8400.63,15799.68,41260.09,41249.35,207539.01,308415.35,0,62266411,0,0
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Outros créditos",8,6.57,51.04,0,0,0,0,0,5761,0,0
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Outros créditos",357,213748.77,422000.3,548426.54,116968.73,8902.43,12459.66,210160.04,153266647,844492.63,1370879.87
"Servidor ou empregado público","Mais de 1 a 2 salários mínimos","Veículos",156,653667.93,1526224.92,2319485.11,592447.92,614.54,0,108480.1,520092052,251139.91,251139.91
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Cartão de crédito",28,161797.14,63152.93,832.93,0,0,0,26841.78,25262478,26841.78,252624.78
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Cartão de crédito",10735,21708616.57,6477302.68,1312513.42,476774.86,364998.44,8452.07,3695894.36,3404455240,3042178.11,5129364.09
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Empréstimo com consignação em folha",1637,2540625.03,7122392,14448377.06,8951495.88,6695585.15,0,311925.26,4007040038,1294497.03,1712810.36
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Empréstimo sem consignação em folha",8,3481.98,1106.23,0,0,0,0,0,458821,0,0
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Empréstimo sem consignação em folha",1020,488826.88,837993.58,508970.35,129633.98,153414.21,826,188346.43,230801143,251668.43,555459.47
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Habitacional",8,65345.67,145017.51,383789.15,339608.73,1495209.6,1285882.05,9474.19,372432690,110903.39,110903.39
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Habitacional",8,55990.24,99974.92,265233.42,266429.82,1253235.93,1452300.49,9178.21,340234303,0,326082.3
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Habitacional",8,20872.98,40585.82,106751.98,105196.25,514402.1,685378.93,0,147318806,0,0
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Outros créditos",8,1.29,0,0,0,0,0,0,129,0,0
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Outros créditos",212,151057.4,295532.1,491673.38,183417.79,2235.14,73282.94,269639.26,146683801,838624.08,1076489.96
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Outros créditos",8,33553.67,48791.47,149216.93,188499.79,1383450.33,0,2692.87,180620506,0,0
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Rural e agroindustrial",8,0,39313.72,69275.43,0,0,0,0,10858915,0,0
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Rural e agroindustrial",8,0,98270.83,164938.4,0,0,0,0,26320923,0,0
"Servidor ou empregado público","Mais de 10 a 20 salários mínimos","Veículos",1387,10041032.71,25914114.07,36617044.97,6309544.17,91167.76,0,381207.21,7935411089,1010709.4,1453265.74
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Cartão de crédito",8,26823.73,6744.67,0,0,0,0,0,3356840,0,33568.4
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Cartão de crédito",24537,26718817.65,11547716.98,2690276.37,673038.67,254649.25,0,7785383.21,4966988213,6167984.54,9984740.66
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Empréstimo com consignação em folha",5750,3194525,8619510.15,16571458.6,9841738.3,9137278.83,28378.98,342228.71,4773511857,1374815,1710564.04
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Empréstimo sem consignação em folha",8,0,0,0,0,0,0,395.01,39501,395.01,395.01
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Empréstimo sem consignação em folha",4166,532779.95,982059.22,965243.94,263859.18,216347.31,388.91,172882.29,313356080,232158.76,543554.91
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Habitacional",8,1524.43,3768.93,9631.71,10050.48,49414.86,51926.97,0,12631738,0,0
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Habitacional",8,3821.86,7719.21,20584.56,19726.87,102065.31,0,0,15391781,0,0
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Outros créditos",8,0,0,3689.07,0,0,0,0,368907,0,0
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Outros créditos",297,151098.66,290351.18,326874.28,80248.17,74.53,11436.22,127645.63,98772867,300825.02,850341.76
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Outros créditos",8,2294.47,1872.13,6304.66,8801.83,102535.97,0,3820.71,12562977,0,0
"Servidor ou empregado público","Mais de 2 a 3 salários mínimos","Veículos",550,2301769.34,5593736.52,7913327.04,1689566.58,13553.06,0,277114.2,1778906674,494085.83,855228.43
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Cartão de crédito",135,475092.62,256383.85,4621.85,0,0,0,54592.11,79069043,54592.11,790690.43
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Cartão de crédito",31066,37025497.12,16135885.59,4180122.98,1318555.26,443072.24,0,9770329.72,6887346291,7589695.3,12339304.88
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Empréstimo com consignação em folha",10452,6327716.75,17317802.62,32629429.14,19212932.73,18489968.56,79069.16,725995.28,9478291424,3083436.55,3864960.52
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Empréstimo sem consignação em folha",28,16785.77,31431.46,30815.2,6913.28,731.28,0,39888.45,12656544,33177.27,44463.24
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Empréstimo sem consignação em folha",4762,901413.88,1652876.59,1533495.07,354065.35,359022.31,2187.08,253509.83,505657011,383033.99,1221580.38
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Habitacional",8,5733.92,13345.92,35589.12,34106.24,91502.27,0,0,18027747,0,0
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Habitacional",8,27576.05,51136.36,135790.49,136622.56,748855.09,622441.39,8471.08,173089302,0,0
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Habitacional",8,1109.77,2793.29,8379.94,8379.99,29328.47,0,0,4999146,0,0
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Outros créditos",8,1502.72,2541.1,0,0,0,0,0,404382,0,0
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Outros créditos",542,340262.33,640549.8,842212.81,272943.82,442094.51,41962.45,386284.73,296631045,1091648.51,1966470.69
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Outros créditos",8,1839.26,2494.74,8109.92,10260.01,117053.02,0,0,13975695,0,0
"Servidor ou empregado público","Mais de 3 a 5 salários mínimos","Veículos",2497,11646834.91,29854430.93,46867383.68,10344692.85,73912,0,1206340.13,9999359450,3597117.4,4593778.74
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Cartão de crédito",48,200091.12,90019.08,0,0,0,0,405.72,29051592,0,290515.92
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Cartão de crédito",21992,38583251.29,15449217.85,3392884.65,980922.06,204008.54,6107.59,8516659.85,6713305183,6453331.35,10929361
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Empréstimo com consignação em folha",6355,5547487.51,15515688.38,30959023.5,19113855.23,16784427.82,639.85,761674.97,8868279726,3435146.37,4457125.51
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Empréstimo sem consignação em folha",8,8565.68,5200.93,375.02,0,0,0,5007.56,1914919,5007.56,5007.56
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Empréstimo sem consignação em folha",2800,676179.24,1148665.65,1184158.94,318417.02,327724.53,2672.66,288092.57,394591061,544453.27,863627.15
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Habitacional",20,69930.78,156862.97,419046.83,407639.53,1352618.66,869051.52,2026.71,327717700,0,0
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Habitacional",21,96080.45,219545.08,579846.84,585379.78,2526561.8,2034888.41,0,604230236,0,0
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Habitacional",8,33285.04,74869.09,248868.89,255590.82,109388.11,0,8863.69,73086564,0,0
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Outros créditos",8,1687.27,14.54,0,0,0,0,0,170181,0,0
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Outros créditos",538,327359.04,538763.87,789839.18,256365.84,8.88,76445.2,438981.27,242776328,1297039.06,1800171.08
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Outros créditos",8,9641.54,18674.34,28816.51,35544.41,240143.51,0,5813.77,33863408,135144.96,153493.02
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Rural e agroindustrial",8,0,62215.65,113907.84,113907.84,56953.9,0,0,34698523,0,0
"Servidor ou empregado público","Mais de 5 a 10 salários mínimos","Veículos",4146,24406517.79,62248918.24,96161725.14,22408805.63,152363.91,0,1635491.49,20701382220,5779345.8,7990772
"Servidor ou empregado público","Sem rendimento","Cartão de crédito",105,287050.79,121652.61,699.89,0,0,0,37926.59,44732988,37926.59,447329.88
"Servidor ou empregado público","Sem rendimento","Cartão de crédito",8388,10710256.73,5585036.45,790947.94,0,0,0,3726051.81,2081229293,2759159.5,4946945.39
"Servidor ou empregado público","Sem rendimento","Empréstimo com consignação em folha",8,1429.04,3875.43,6787.42,1117.03,972.97,0,0,1418189,0,0
"Servidor ou empregado público","Sem rendimento","Rural e agroindustrial",8,0,223804.14,280864.87,76567.94,0,0,0,58123695,0,0
"Servidor ou empregado público","Sem rendimento","Veículos",8,69168.44,171483.73,293946.65,110674.48,5610.44,0,1721.65,65260539,0,0
"Aposentado/pensionista","Acima de 20 salários mínimos","Cartão de crédito",8,1403.87,1203.23,0,0,0,0,5757.36,836446,5757.36,5776.26
"Aposentado/pensionista","Acima de 20 salários mínimos","Empréstimo com consignação em folha",269,266928.54,725123.3,1465586.43,900327.04,550043.12,0,19729.8,392773823,38297.61,216510.82
"Aposentado/pensionista","Acima de 20 salários mínimos","Empréstimo sem consignação em folha",8,28895.38,35297.89,20755.3,92.49,0,0,42959.29,12800035,38321.48,41022.39
"Aposentado/pensionista","Acima de 20 salários mínimos","Outros créditos",64,22725.67,16476.57,0,0,0,0,0,3920224,0,0
"Aposentado/pensionista","Acima de 20 salários mínimos","Veículos",8,151441.07,385701.5,436241.87,19202.29,0,0,19946.17,101253290,0,0
"Aposentado/pensionista","Até 1 salário mínimo","Cartão de crédito",1709,714967.09,125448.58,34739.52,14931.63,1889.05,0,233948.9,112592477,200885.94,234879.96
"Aposentado/pensionista","Até 1 salário mínimo","Empréstimo com consignação em folha",10151,5072887.49,13595269.18,26333617.48,13135508,8064887.17,0,715237.37,6691740669,1469296.53,2202120.45
"Aposentado/pensionista","Até 1 salário mínimo","Empréstimo sem consignação em folha",89,3820.16,8125.3,11995.12,3713.76,1255.43,0,0,2890977,0,0
"Aposentado/pensionista","Até 1 salário mínimo","Empréstimo sem consignação em folha",2145,1969653,1707945.74,79579.26,91.91,13.6,0,855963.43,461324694,893263.2,1262837.58
"Aposentado/pensionista","Até 1 salário mínimo","Outros créditos",76,21625.7,11046.66,65.91,0,0,0,0,3273827,0,0
"Aposentado/pensionista","Até 1 salário mínimo","Veículos",8,5832.36,15181.11,3816.7,0,0,0,0,2483017,0,0
"Aposentado/pensionista","Indisponível","Cartão de crédito",329,294728.82,98714.37,22392.75,10769.54,5457.68,0,31846.84,46391000,21618.68,32924.13
"Aposentado/pensionista","Indisponível","Empréstimo com consignação em folha",70,50778.95,123522.71,229638.71,141698.4,113872.76,0,3848.85,66336038,33733,42216.17
"Aposentado/pensionista","Indisponível","Empréstimo sem consignação em folha",8,0,2035.32,1888.73,853.93,428.57,0,0,520655,0,0
"Aposentado/pensionista","Indisponível","Empréstimo sem consignação em folha",229,9609.9,16499.43,22055.71,7345.9,4285.4,0,0,5979634,0,0
"Aposentado/pensionista","Indisponível","Outros créditos",8,299.94,1062.56,0,0,0,0,1960.32,332282,1960.32,1960.32
"Aposentado/pensionista","Mais de 1 a 2 salários mínimos","Cartão de crédito",1330,573423.22,112807.95,26988.55,11497.46,745.94,0,437620.51,116308363,348252.35,429726.8
"Aposentado/pensionista","Mais de 1 a 2 salários mínimos","Empréstimo com consignação em folha",2304,1274697.22,3366656.41,6594044.09,3716227.38,2039369.62,0,62672.93,1705366765,240431.59,417386.1
